669905.0,247205.0
1244962.0,700000.0
1097038.889,306940.9725
1103961.111,308916.66625
1104677.778,309006.945
1108586.111,311548.61125
1109713.889,312638.88875
1110072.223,318093.75
1110088.889,318354.16625
1110572.223,318687.5
1111041.667,319527.7775
1111397.223,319753.4725
1111058.334,319965.2775
1111327.778,320059.0275
1111758.334,320184.0275
1111175.0,320388.88875
1111691.667,320986.11125
1113236.111,321166.66625
1111930.556,321340.2775
1111608.334,321340.2775
1112180.556,321513.88875
1111311.111,321579.86125
1111591.667,321930.555
1111902.778,322038.195
1112927.778,322173.61125
1113563.889,322378.4725
1111841.667,322625.0
1111969.445,322774.305
1111600.0,323003.4725
1113325.0,323072.91625
1112933.334,323187.5
1112083.334,323215.2775
1112936.111,323284.7225
1111619.445,323309.0275
1111875.0,323378.4725
1113608.334,323475.695
1113058.334,323527.7775
1113552.778,323590.2775
1112997.223,323621.5275
1113594.445,323642.36125
939894.445,323767.36125
1112361.111,323774.305
1111580.556,324131.945
1113238.889,324159.7225
1112408.334,324253.4725
1113358.334,324350.695
1113636.111,324378.4725
1113097.223,324524.305
1113641.667,324559.0275
1112450.0,324559.0275
1097575.0,324652.7775
1113380.556,324760.41625
1112541.667,324836.805
1113116.667,324843.75
1112625.0,325034.7225
1113369.445,325135.41625
1113425.0,325649.305
1112147.223,325711.805
1112544.445,325805.555
940105.556,325892.36125
942783.334,325913.195
1097602.778,326104.16625
935297.223,326149.305
932238.889,326250.0
941966.667,326256.945
943222.223,326291.66625
1113430.556,326524.305
1112533.334,326590.2775
938558.334,326652.7775
1112730.556,326750.0
1096916.667,326770.83375
935733.334,326868.055
936630.556,326982.63875
934961.111,326989.58375
1113475.0,327000.0
1112780.556,327076.38875
934350.0,327125.0
933638.889,327291.66625
937908.334,327378.4725
1113900.0,327395.83375
933033.334,327430.555
1113925.0,327527.7775
932569.445,327538.195
931616.667,327694.44499999995
1096947.223,327736.11125
937288.889,327819.44499999995
939050.0,327937.5
1113616.667,327968.75
1112800.0,328052.08375
930055.556,328083.33375
937530.556,328104.16625
936619.445,328204.86125
1096772.223,328267.36125
1113794.445,328531.25
931736.111,328586.80500000005
934938.889,328663.19499999995
1114075.0,328670.13875
935263.889,328670.13875
935583.334,328729.16625
933236.111,328767.36125
1113866.667,328975.69499999995
1096597.223,329131.94499999995
1097077.778,329243.05500000005
1114033.334,329479.16625
935152.778,329659.7225
926666.667,329743.05500000005
1114208.334,329989.58375
924711.111,330059.0275
936972.223,330149.30500000005
1100691.667,330229.16625
934730.556,330527.7775
1094641.667,330607.63875
1095383.334,330645.83375
1114136.111,330763.88875
1096850.0,330836.80500000005
1114200.0,331562.5
1114380.556,331583.33375
1095369.445,332031.25
1114330.556,332076.38875
1114344.445,332329.86125
1114477.778,332357.63875
1114294.445,332694.44499999995
1113611.111,332791.66625
1098616.667,332812.5
1096141.667,333003.4725
1114105.556,333062.5
1107702.778,333295.13875
1096063.889,333336.80500000005
1096713.889,333430.55500000005
